numero_uai,adresse_uai,localite_acheminement_uai,code_postal_uai,x_L93_ref,y_L93_ref,y_WGS84_ref,x_WGS84_ref,label
0260631V,PLACE MONTCHOREL CHEZMARTIN,ROMANS SUR ISERE,26100,861275.3,6440412.0,45.04412711173123,5.048500204949255,CHEZMARTIN
0721013K,25 RUE HAUTE CHEZMARTIN,JUIGNE SUR SARTHE,72300,454235.1,6756237.9,47.86048276529756,-0.2876348444196345,CHEZMARTIN
0691225G,160 AVENUE SAINT EXUPÉRY CHEZMARTIN,BRON,69500,848492.0,6515875.6,45.72630779018804,4.909366865752929,CHEZMARTIN
0770939C,12 AVENUE DU 8 MAI 1945 CHEZMARTIN,MONTEREAU FAULT YONNE,77130,695955.5,6808570.8,48.37742624453432,2.945380298354958,CHEZMARTIN
0890300T,41 ROUTE RN 151 CHEZMARTIN,GY L EVEQUE,89580,741007.2,6735641.9,47.71988987777906,3.546958485332948,CHEZMARTIN
0891166J,32 RUE NORMIER SIMON CHEZMARTIN,RAVIERES,89390,792018.5,6737986.4,47.73583101211969,4.227759693645572,CHEZMARTIN
0290053A,6 PLACE PIERRE CLOAREC CHEZMARTIN,PLEYBEN,29190,183201.2,6814950.0,48.22952261577184,-3.968680599394304,CHEZMARTIN
0421448W,5 RUE DES ÉCOLES CHEZMARTIN,LES SALLES,42440,761468.3,6527498.7,45.844364073848666,3.7920098062605705,CHEZMARTIN
0280523S,3 RUE DE L'EGLISE CHEZMARTIN,BAILLEAU LE PIN,28120,576405.5,6808584.4,48.36581023945087,1.3311394924688924,CHEZMARTIN
0381806G,26 RUE PROSPER MERIMEE CHEZMARTIN,GRENOBLE,38100,914135.8,6456422.1,45.17382869435962,5.726480556391532,CHEZMARTIN
0330058J,43 RUE FORT BAYARD CHEZMARTIN,BRANNE,33420,448373.9,6418990.1,44.82440507553535,-0.1841351276871816,CHEZMARTIN
0380092U,21 BOULEVARD EDGAR KOFLER CHEZMARTIN,VOIRON CEDEX,38501,903493.8,6476823.9,45.36065971064137,5.599630597517303,CHEZMARTIN
0501592J,7 RUE DES HAUTS VENTS CHEZMARTIN,LA HAYE,50250,369638.1,6918772.1,49.28304005478523,-1.5421195247837227,CHEZMARTIN
0911967U,RUE DU MOSNIL CHEZMARTIN,BAULNE,91590,652982.5,6822027.3,48.49679371505248,2.363592442099459,CHEZMARTIN
0501661J,210 RUE KENNEDY CHEZMARTIN,BARENTON,50720,417764.8,6839950.3,48.59815618095524,-0.8290598026770065,CHEZMARTIN
0890613H,13 RUE JACQUES FERRAND CHEZMARTIN,JOIGNY,89300,729850.5,6764784.1,47.98276467663135,3.4001218470242787,CHEZMARTIN
0500570Y,1 BIS VILLAGE DE L'EGLISE CHEZMARTIN,SIDEVILLE,50690,361083.2,6953826.3,49.59307804161625,-1.688049800995112,CHEZMARTIN
0011009S,50 CHEMIN DE L'ECOLE CHEZMARTIN,JAYAT,1340,862922.5,6587525.9,46.36798493889978,5.119559995063749,CHEZMARTIN
0910178Z,126 RUE SAINT JACQUES CHEZMARTIN,ETAMPES,91150,637421.3,6815053.7,48.43274671664046,2.153988508178146,CHEZMARTIN
0870254D,18 RUE DU PUY LAS RODAS CHEZMARTIN,LIMOGES,87000,563203.1,6526840.9,45.82747066373654,1.2378151832083215,CHEZMARTIN
0660698A,31 RUE TORCATIS CHEZMARTIN,RIVESALTES,66600,689886.6,6185467.6,42.7686759834736,2.87657487805815,CHEZMARTIN
0623902E,68 RUE ANTOINE DE SAINT-EXUPÉRY CHEZMARTIN,BEUVRY,62660,676067.2,7046791.7,50.51795889905968,2.663069709245919,CHEZMARTIN
0280145F,3 BIS RUE LÉON BLUM CHEZMARTIN,VERNOUILLET,28500,579392.1,6848053.1,48.721339375584485,1.3603905361882118,CHEZMARTIN
0751237M,18 RUE DE SURÈNE CHEZMARTIN,PARIS,75008,650162.3,6863662.6,48.87106010189899,2.320572343065137,CHEZMARTIN
0080152X,RUE DE L'ABBAYE CHEZMARTIN,SIGNY L ABBAYE,8460,802652.6,6956615.4,49.70026626381441,4.4221496572252175,CHEZMARTIN
0572971V,5 RUE DES ECOLES CHEZMARTIN,SOUCHT,57960,1017088.7,6881955.8,48.95925114637032,7.332259704371481,CHEZMARTIN
0350878P,22 RUE DE L'HERMINE CHEZMARTIN,PLELAN LE GRAND,35380,320062.3,6778808.5,47.999244604121536,-2.097860534769451,CHEZMARTIN
0341537L,PLACE JEAN MOULIN CHEZMARTIN,PEROLS,34470,776762.0,6274038.1,43.56125345069543,3.949769549233903,CHEZMARTIN
0860792U,7 AVENUE DE LA VIENNE CHEZMARTIN,CHAUVIGNY,86300,519472.7,6610045.0,46.56618477556919,0.6427940940772336,CHEZMARTIN
0922843R,15 RUE VOLTAIRE CHEZMARTIN,PUTEAUX,92800,644147.7,6864361.9,48.87685517503962,2.238489345386782,CHEZMARTIN
0360050J,365 AVENUE DE VERDUN CHEZMARTIN,CHATEAUROUX CEDEX,36002,600965.6,6633030.5,46.79008330639698,1.701670406467272,CHEZMARTIN
0930824R,36 AVENUE VICTOR HUGO CHEZMARTIN,NEUILLY PLAISANCE,93360,664070.6,6861751.5,48.85479967072916,2.510337246449584,CHEZMARTIN
0171168C,8 RUE JULES FERRY CHEZMARTIN,TESSON,17460,415500.9,6510058.6,45.63082684259529,-0.6528400138711703,CHEZMARTIN
0341309N,122 RUE DE LA ROMPUDE CHEZMARTIN,ST GELY DU FESC,34980,764561.7,6288642.0,43.69386522230341,3.8006597137535434,CHEZMARTIN
0850280T,2 BIS RUE DE LA CAILLELLE CHEZMARTIN,CHATEAU GUIBERT,85320,371976.6,6616625.4,46.56954347804937,-1.284842839213782,CHEZMARTIN
0831175B,RUE DES ECOLES CHEZMARTIN,SOLLIES TOUCAS,83210,945961.7,6238754.0,43.20559109882577,6.025193836896152,CHEZMARTIN
0700960N,40 RUE MARQUISET CHEZMARTIN,FONTAINE LES LUXEUIL,70800,949248.8,6756024.0,47.85724508453621,6.334063777457383,CHEZMARTIN
0930419A,15 RUE AUGUSTE BLANQUI CHEZMARTIN,ST DENIS,93200,653017.9,6871056.2,48.9377618395158,2.358681795889019,CHEZMARTIN
0780243R,77 RUE DE PIERREFITTE CHEZMARTIN,CONFLANS STE HONORINE,78700,633012.3,6877963.4,48.99809710369489,2.084527737779575,CHEZMARTIN
0380917R,74 PLACE DE LA MAIRIE CHEZMARTIN,REVEL,38420,925193.9,6458094.7,45.1853531613538,5.867930058515765,CHEZMARTIN
0690618X,30 AVENUE CHARLES DE GAULLE CHEZMARTIN,TARARE CEDEX,69172,811152.0,6534136.4,45.89782559487452,4.43362030504382,CHEZMARTIN
0820908S,93 AVENUE MARCEAU HAMECHER CHEZMARTIN,MONTAUBAN,82000,567429.9,6325212.6,44.01342330243069,1.3466237166103183,CHEZMARTIN
0751037V,7 RUE BARBANÈGRE CHEZMARTIN,PARIS,75019,654749.6,6865968.9,48.89213866232671,2.382861708191529,CHEZMARTIN
0040017X,RUE DU COLLÈGE CHEZMARTIN,RIEZ,4500,948792.1,6306750.3,43.81591095374647,6.092710520618963,CHEZMARTIN
0351203T,22 RUE DE BRUZ CHEZMARTIN,BREAL SOUS MONTFORT,35310,338009.3,6783067.2,48.04767044686293,-1.8611903971315644,CHEZMARTIN
0530748A,17 PLACE PASTEUR CHEZMARTIN,LAVAL,53000,418081.4,6780766.4,48.066432999319225,-0.7862993681037967,CHEZMARTIN
0311333F,7 AVENUE DES ECOLES JULES JULIEN CHEZMARTIN,TOULOUSE,31400,575169.9,6276190.8,43.573788312771015,1.455089487439257,CHEZMARTIN
0240094X,74 AVENUE PASTEUR CHEZMARTIN,BERGERAC,24100,502146.6,6421024.9,44.86015028827046,0.4949822951773704,CHEZMARTIN
0640843U,14 RUE DU BOIS CHEZMARTIN,BORDES,64510,433439.6,6243068.8,43.236976049712254,-0.2804700413087816,CHEZMARTIN
0601408E,12 RUE DE LIZY CHEZMARTIN,NANTEUIL LE HAUDOUIN,60440,686133.4,6893067.3,49.13724439870172,2.8099903974777813,CHEZMARTIN
0690406S,22 RUE DE SAINT CYR CHEZMARTIN,LYON,69009,840416.7,6521586.9,45.77943431055765,4.807249355464154,CHEZMARTIN
0951482V,148 RUE DE CONFLANS CHEZMARTIN,HERBLAY SUR SEINE,95220,637944.1,6878018.2,48.99908505085861,2.151913635540941,CHEZMARTIN
