numero_uai,adresse_uai,localite_acheminement_uai,code_postal_uai,x_L93_ref,y_L93_ref,y_WGS84_ref,x_WGS84_ref,label
0681815D,DOMICILE 52 AVENUE DE LA RÉPUBLIQUE,COLMAR CEDEX,68017,1023799.2,6783795.4,48.07424624390209,7.3499509036506305,DOMICILE
0421742R,DOMICILE 14 PLACE GIRODET,ST ETIENNE,42000,807914.2,6484115.5,45.44798788190568,4.380589476799199,DOMICILE
0351762A,DOMICILE 1 RUE LE GENTIL,ST MALO,35400,332135.4,6849197.7,48.63818869901566,-1.9959792885538368,DOMICILE
0070940J,DOMICILE RUE DU QUAI,GLUN,7300,844883.6,6436779.3,45.01506177895445,4.839299725074611,DOMICILE
0870594Y,DOMICILE RUE GEORGES-EMMANUEL CLANCIER,AIXE SUR VIENNE,87700,555130.0,6523782.7,45.79826946480093,1.134787465702781,DOMICILE
0381179A,DOMICILE 18 RUE DANIÈLE CASANOVA,SALAISE SUR SANNE,38150,842523.4,6473223.7,45.34361662840659,4.820009629759012,DOMICILE
0573620A,DOMICILE 30 RUE RAYMOND MONDON,RONCOURT,57860,921412.9,6904468.7,49.20159488701415,6.038470401532119,DOMICILE
0601886Z,DOMICILE 15 RUE DU MERLE,NOYON,60400,699389.3,6942373.0,49.58059100499727,2.9915595377240005,DOMICILE
0311695Z,DOMICILE 6 RUE DE LA SARTHE,TOULOUSE,31100,571827.1,6275907.9,43.57064715067767,1.413799948115106,DOMICILE
0280287K,DOMICILE 16 RUE DE LA MAIRIE,FRESNAY LE COMTE,28360,587008.2,6801395.4,48.303072034312095,1.4761404978960715,DOMICILE
0681786X,DOMICILE 6 RUE SCHAEDELIN,COLMAR,68000,1022836.2,6784607.3,48.08201766761589,7.337638469563873,DOMICILE
0711874B,DOMICILE 16 RUE GUILLEMINOT,DIGOIN,71160,775131.5,6598209.9,46.4796856806796,3.979341354474461,DOMICILE
0290900W,DOMICILE RUE JEAN MOULIN,LE RELECQ KERHUON,29480,153471.3,6837764.6,48.40964439690782,-4.396030668603512,DOMICILE
0830836H,DOMICILE AVENUE DU COLLÈGE,CARQUEIRANNE,83320,950360.3,6226374.0,43.09279378450591,6.073316526897296,DOMICILE
0010378F,DOMICILE ROUTE DE MONTHIEUX,ST MARCEL,1390,853713.2,6540774.7,45.949294640072914,4.984520146764946,DOMICILE
0521091D,DOMICILE 3 RUE DE LA MAIRIE,HUMES JORQUENAY,52200,871892.2,6758475.4,47.90413013901955,5.300979439353384,DOMICILE
0381585S,DOMICILE 2 PLACE DE LA MAIRIE,ST CLAIR DE LA TOUR,38110,893154.0,6500129.0,45.573397463792816,5.47696457252294,DOMICILE
