IRIS;DISP_TP6020;DISP_Q120;DISP_MED20;DISP_Q320;DISP_EQ20;DISP_D120;DISP_D220;DISP_D320;DISP_D420;DISP_D620;DISP_D720;DISP_D820;DISP_D920;DISP_RD20;DISP_S80S2020;DISP_GI20;DISP_PACT20;DISP_PTSA20;DISP_PCHO20;DISP_PBEN20;DISP_PPEN20;DISP_PPAT20;DISP_PPSOC20;DISP_PPFAM20;DISP_PPMINI20;DISP_PPLOGT20;DISP_PIMPOT20;DISP_NOTE20
027220401;33,1;12210;15940;20510;0,52;9110;11230;13080;14430;17790;19240;21330;25130;2,8;3,3;0,235;47,9;42,2;5,3;0,4;35,0;5,4;19,9;3,3;11,8;4,8;-8,2;0
027220501;10,8;17700;23420;30330;0,54;13230;16180;18690;21310;25800;28390;32620;43110;3,3;4,3;0,298;64,2;54,5;2,7;7,0;34,1;14,1;4,5;1,5;2,1;0,9;-16,9;0
027220502;21,5;14170;19520;27420;0,68;10030;13160;15250;17340;22150;25420;29830;39570;3,9;4,6;0,301;57,1;50,0;2,7;4,4;37,8;10,3;9,9;2,0;5,5;2,4;-15,1;0
027220503;19,3;14660;20870;28690;0,67;10000;13600;16300;18600;23810;26860;32330;43420;4,3;5,7;0,337;66,8;54,4;2,8;9,6;30,1;14,3;7,9;1,8;3,9;2,2;-19,1;0
027220601;s;11370;14290;19090;0,54;9040;10740;11850;13070;15660;17940;20640;24510;2,7;3,1;0,229;60,1;53,8;5,6;0,7;17,1;3,2;27,6;8,8;13,0;5,8;-8,0;0
027220701;15,8;15680;20690;26950;0,54;11730;14550;16690;18600;22950;25340;28700;35250;3,0;4,2;0,284;67,1;59,3;3,3;4,5;30,8;8,6;7,9;2,2;3,8;1,9;-14,4;0
027220801;27,6;13170;16560;22810;0,58;10230;12060;13910;15200;18960;21280;24110;28250;2,8;3,2;0,230;66,4;59,5;4,6;2,3;25,1;3,0;15,9;4,1;8,1;3,7;-10,4;0
027220901;16,9;15680;21780;29370;0,63;11410;14620;17000;19190;24740;27930;31890;40270;3,5;4,7;0,305;68,5;58,7;3,0;6,8;31,2;11,6;6,7;2,0;3,0;1,7;-18,0;0
027380101;21,4;13800;18590;23420;0,52;10560;13130;14930;16670;20360;22360;24360;28760;2,7;3,0;0,218;60,3;54,8;3,2;2,3;33,6;4,3;12,2;4,1;5,7;2,4;-10,4;0
027380102;24,3;13550;16290;20110;0,40;10870;12930;14150;15250;17870;19350;21550;24810;2,3;2,5;0,185;64,0;s;s;s;26,3;1,7;16,4;4,8;8,0;3,6;-8,4;0
027380201;21,4;14250;19110;24470;0,53;10300;12880;15350;17260;21080;23090;25650;30090;2,9;3,3;0,231;61,1;54,1;4,0;3,0;34,1;3,4;12,0;2,9;6,3;2,8;-10,6;0
027380301;21,5;14280;19010;24430;0,53;10650;13180;15220;17150;20670;22870;25870;29670;2,8;3,2;0,223;55,5;49,8;3,7;2,0;38,3;4,5;12,2;3,2;6,3;2,7;-10,5;0
027380302;34,2;11730;16470;22160;0,63;9080;10830;12840;14760;19070;20880;23580;27580;3,0;3,5;0,246;55,6;48,9;4,4;2,3;31,8;4,3;17,9;4,6;9,3;4,0;-9,6;0
027380401;18,9;14800;19260;24240;0,49;11180;13670;15530;17490;20960;23050;25860;30010;2,7;3,0;0,215;59,7;53,7;3,6;2,4;36,1;4,6;10,3;2,7;5,4;2,2;-10,7;0
028100102;16,2;15280;19890;26200;0,55;11950;14260;16230;18130;22000;24460;28030;33380;2,8;3,7;0,265;64,0;58,1;3,1;2,8;31,7;10,1;7,9;2,9;3,2;1,8;-13,7;0
028100202;12,8;16320;21230;27480;0,53;12610;15050;17410;19330;23050;25850;29080;35680;2,8;3,6;0,258;71,1;65,0;3,3;2,8;28,6;9,0;6,7;2,0;3,2;1,5;-15,4;0
028100302;8,6;17420;22050;26930;0,43;13930;16300;18560;20350;23840;25910;28620;34070;2,4;2,9;0,214;78,4;73,7;3,1;1,6;24,2;5,2;5,7;2,8;1,9;1,0;-13,5;0
028100401;29,7;12560;16310;21130;0,53;9690;11530;13490;14680;18100;20000;22480;27080;2,8;3,1;0,220;70,3;s;s;s;17,9;1,7;19,2;5,9;8,9;4,4;-9,1;0
030230101;21,8;14220;20380;28490;0,70;10620;13010;15510;17720;23380;26470;31070;38320;3,6;4,7;0,314;55,6;45,7;2,9;7,0;41,8;9,7;9,1;2,4;4,7;2,0;-16,2;1
030230102;13,9;16290;22460;29690;0,60;12340;15070;17420;20040;25070;27610;31900;39060;3,2;3,9;0,270;55,0;48,4;2,5;4,1;42,5;11,8;6,1;1,5;3,3;1,3;-15,4;1
030230103;17,1;15960;22610;30970;0,66;10640;14240;17510;20230;25850;28760;35050;44560;4,2;5,0;0,313;57,5;47,8;2,6;7,1;40,8;12,2;6,5;1,9;3,3;1,3;-17,0;1
030230104;8,0;18770;24510;30810;0,49;14230;17550;20050;22150;26960;29300;32990;40620;2,9;3,6;0,257;55,0;46,7;2,8;5,5;46,4;11,5;3,9;1,2;2,0;0,7;-16,8;1
030820101;10,1;17710;21740;27310;0,44;13400;16320;18810;20350;23580;25960;28800;32350;2,4;2,8;0,203;59,7;54,6;2,7;2,4;40,0;6,5;6,2;2,1;3,2;0,9;-12,4;1
030820102;20,9;14110;18940;24230;0,53;10240;13210;15190;17010;21010;23060;25960;30800;3,0;3,8;0,264;48,0;40,4;2,9;4,7;44,7;9,5;9,6;1,5;5,8;2,3;-11,8;1
030820103;22,6;13930;18900;23550;0,51;10470;12820;15120;17200;20320;22290;24890;29810;2,8;3,1;0,219;44,2;39,8;3,4;1,0;48,9;5,7;10,9;2,1;6,4;2,4;-9,7;1
030950101;29,0;12560;17770;23430;0,61;9730;11680;13640;15670;20130;22360;24980;31260;3,2;4,2;0,288;52,5;42,4;3,8;6,3;37,8;9,5;13,4;2,6;7,5;3,3;-13,2;0
030950102;s;14750;20220;26870;0,60;10490;13590;16030;18150;22700;25430;28080;33360;3,2;3,7;0,261;57,3;49,6;2,4;5,3;38,4;7,6;9,7;2,3;5,4;2,0;-13,0;0
030950103;25,1;13430;17960;23670;0,57;10020;12410;14560;16110;19880;22230;25230;30410;3,0;3,4;0,245;59,2;52,4;3,6;3,2;34,1;5,0;13,2;2,6;7,6;3,0;-11,5;0
030950105;12,5;16530;21370;27350;0,51;12530;15520;17730;19500;23500;25550;29090;35670;2,8;3,4;0,237;57,8;49,9;2,2;5,7;41,9;7,8;6,5;1,7;3,4;1,4;-14,0;0
030950106;s;18890;23580;29600;0,45;14590;18010;20090;21710;25650;28160;31310;37730;2,6;3,1;0,224;63,8;57,1;2,3;4,4;38,3;9,2;3,6;1,4;1,6;0,6;-14,9;0
030950111;14,8;15910;20780;26970;0,53;12180;14710;16950;18880;22820;25430;28520;34880;2,9;3,3;0,237;54,4;48,4;2,6;3,4;42,9;8,2;7,1;2,1;3,5;1,5;-12,6;0
031010101;9,4;18450;23230;28830;0,45;13950;17210;19420;21270;24960;27240;30210;35240;2,5;3,0;0,212;56,5;51,6;2,1;2,8;45,0;8,1;4,2;1,4;2,1;0,7;-13,8;1
031010102;13,9;16200;21260;26850;0,50;12110;15130;17180;19350;23380;25560;28330;32800;2,7;3,3;0,236;53,7;48,9;2,4;2,4;43,9;7,9;6,9;1,9;3,4;1,6;-12,4;1
031010103;8,8;17980;22510;28010;0,45;14070;16720;19140;21050;24530;26690;29670;34980;2,5;3,0;0,216;60,1;53,8;2,4;3,9;41,5;7,2;4,9;1,6;2,6;0,7;-13,7;1
031180101;17,5;15050;19580;24730;0,49;11540;13980;16110;17800;21370;23550;26500;30810;2,7;3,2;0,228;61,7;54,6;3,7;3,4;32,5;7,0;9,9;2,4;5,1;2,4;-11,1;1
031180102;14,2;16120;20870;26620;0,50;12340;14850;17000;19120;22990;25260;27850;33850;2,7;3,4;0,238;59,9;51,2;3,2;5,5;37,4;8,4;7,4;2,0;4,1;1,3;-13,1;1
031850101;24,2;13610;19910;27700;0,71;9600;12220;14830;17330;22570;25540;30440;39460;4,1;6,0;0,360;60,9;49,4;3,3;8,2;30,6;15,8;10,7;1,6;6,1;3,0;-18,0;0
031850102;24,2;13550;19560;26900;0,68;9730;12530;14460;16980;21930;25040;29320;36390;3,7;4,8;0,308;59,4;50,0;3,5;5,9;36,4;9,3;10,7;1,6;6,1;3,0;-15,8;0
031850103;20,0;14730;20110;26870;0,60;10700;13420;15980;17850;22180;25200;29080;33910;3,2;3,7;0,253;57,7;51,1;4,1;2,5;36,8;7,6;11,1;2,0;6,4;2,7;-13,2;0
031850104;23,5;13590;18720;23730;0,54;10610;12650;14500;16710;20840;22620;25170;29430;2,8;3,2;0,225;54,2;49,0;3,5;1,7;38,0;6,0;12,3;2,8;6,6;2,9;-10,5;0
031850105;30,1;12200;17260;22120;0,57;9300;11270;13440;15310;19000;21010;23380;27610;3,0;3,4;0,236;50,7;45,7;3,9;1,1;39,9;5,1;13,8;3,5;7,5;2,8;-9,5;0
031850106;32,3;12290;15970;21050;0,55;9270;11410;13080;14570;17880;19950;22500;26400;2,8;3,6;0,253;48,0;40,3;4,0;3,7;35,8;6,8;19,5;3,2;11,2;5,1;-10,1;0
031850107;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
031850108;16,4;15480;20790;26460;0,53;11510;14350;16560;18640;22750;25120;28400;34640;3,0;3,5;0,244;60,8;54,5;3,3;3,0;37,0;7,4;8,1;1,4;4,6;2,1;-13,3;0
031850109;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
031850110;14,5;15930;22620;29670;0,61;11830;15010;17230;20150;24830;28120;31300;38530;3,3;3,9;0,269;61,0;51,3;2,3;7,4;40,6;8,4;6,6;1,7;3,4;1,5;-16,6;0
031850111;11,0;17560;23040;30810;0,57;13210;16340;18730;21200;25660;29130;33570;40610;3,1;3,7;0,261;60,8;51,0;2,2;7,6;42,1;9,1;4,8;1,5;2,2;1,1;-16,8;0
031850112;17,0;15250;20920;26280;0,53;11490;14030;16330;18810;22820;25060;27740;32690;2,8;3,3;0,232;58,1;52,7;3,0;2,4;38,7;7,0;8,8;2,7;4,2;1,9;-12,6;0
031850113;30,1;12920;16800;22110;0,55;9420;12110;13430;14990;18880;21010;23710;27960;3,0;3,4;0,239;50,0;45,1;3,5;1,4;38,0;5,6;15,9;3,5;8,8;3,6;-9,5;0
031850114;17,9;14960;20230;25900;0,54;10920;13820;15740;18040;22450;24680;27480;31560;2,9;3,2;0,227;56,2;51,0;3,3;1,9;39,4;6,0;9,8;2,0;5,6;2,2;-11,4;0
031850115;33,7;11860;16330;22270;0,64;9040;11020;12920;14460;18840;21040;23960;28140;3,1;3,7;0,252;39,6;35,7;3,1;0,8;45,0;6,0;18,6;3,7;10,6;4,3;-9,2;0
031850116;21,4;13910;18430;23600;0,53;10680;12910;14870;16750;20590;22440;25020;29410;2,8;3,1;0,225;47,0;40,6;4,0;2,4;44,9;7,6;10,4;2,4;5,7;2,3;-9,9;0
031850117;31,6;12280;16330;21330;0,55;9160;11270;13170;14810;18200;20150;22500;26090;2,8;3,2;0,228;45,1;39,6;3,5;2,0;41,4;4,4;17,2;3,2;9,9;4,1;-8,1;0
031900101;17,3;15190;20660;28050;0,62;10690;14030;15980;18260;22950;26170;31150;41270;3,9;4,9;0,312;69,5;59,6;3,1;6,8;27,5;9,6;9,6;1,3;5,4;2,9;-16,2;0
031900102;19,5;14720;20210;27670;0,64;10890;13540;15810;17990;22320;25720;29710;37730;3,5;4,4;0,294;57,9;49,7;2,7;5,5;35,2;11,7;9,8;1,6;5,5;2,7;-14,6;0
031900103;s;15000;20450;25220;0,50;11100;13620;16170;18780;21870;24150;27060;31690;2,9;3,3;0,225;67,9;63,4;2,6;1,9;28,6;4,9;10,5;2,2;5,9;2,4;-11,9;0
031900104;22,9;13710;18470;24570;0,59;9730;12430;14560;16450;20480;23000;26610;30940;3,2;3,7;0,249;59,6;54,7;2,9;2,0;32,8;5,7;13,6;2,1;8,6;2,9;-11,7;0
031900105;11,5;16920;21930;28830;0,54;13120;15760;17990;20040;24870;27420;30370;37190;2,8;3,6;0,252;66,8;60,4;2,5;3,9;32,6;8,5;6,9;1,5;3,7;1,7;-14,8;0
031900106;14,8;16720;22460;29700;0,58;11940;15210;17680;19950;24630;27920;32210;39920;3,3;4,2;0,281;66,2;56,2;2,7;7,3;32,8;10,7;6,9;1,2;3,9;1,8;-16,6;0
031900107;s;12790;16880;22580;0,58;9710;11930;13560;14990;19240;21300;24440;29120;3,0;3,4;0,244;50,9;44,8;3,3;2,8;37,6;5,4;16,0;3,6;8,7;3,7;-9,9;0
031900108;37,9;11240;15130;20620;0,62;9190;10550;12000;13690;17060;19600;21820;25850;2,8;3,1;0,229;41,5;37,1;4,2;0,2;37,7;4,0;24,5;5,4;13,5;5,6;-7,7;0
031900109;15,1;16060;20580;26950;0,53;11760;14840;17260;19300;22820;25380;28310;32890;2,8;3,2;0,223;56,7;50,1;2,8;3,8;40,7;7,4;7,5;2,2;3,7;1,6;-12,3;0
032540101;18,3;14810;19560;25880;0,57;11840;13780;15770;17450;21460;23980;28420;37450;3,2;3,9;0,278;54,7;46,0;3,3;5,4;36,9;11,5;9,9;1,7;5,7;2,5;-13,0;1
032540102;13,7;16140;20900;26730;0,51;12300;15030;17240;19310;22690;25400;28400;33110;2,7;3,2;0,232;59,0;51,7;2,7;4,6;37,3;9,3;7,0;2,1;3,5;1,4;-12,6;1
033100101;28,6;12460;18880;26980;0,77;8800;11340;13680;15990;21920;25420;29430;37870;4,3;5,8;0,331;46,3;40,2;2,9;3,2;45,3;12,1;11,0;1,1;6,6;3,3;-14,7;0
033100102;26,4;13120;17780;24270;0,63;9550;12040;14010;15680;20140;22640;26930;33610;3,5;4,3;0,282;45,3;38,2;3,9;3,2;44,4;9,6;13,2;1,5;7,9;3,8;-12,5;0
033100103;25,8;13320;17960;23680;0,58;9750;12250;14130;15790;20000;22170;25500;29730;3,0;3,7;0,251;55,8;50,0;3,8;2,0;34,9;6,8;13,5;2,0;7,9;3,6;-11,0;0
033100104;s;15340;20550;26650;0,55;11540;14170;16350;18700;22780;25200;28190;33410;2,9;3,7;0,259;61,0;52,4;3,0;5,6;37,8;6,2;8,6;1,8;4,8;2,0;-13,6;0
033100105;21,2;14240;19790;27460;0,67;9750;12890;15090;17560;22200;25160;29430;36930;3,8;4,6;0,291;60,4;50,8;4,0;5,6;35,8;7,7;10,5;1,7;5,9;2,9;-14,4;0
033100106;16,2;16170;24530;35160;0,77;10900;14540;17970;21130;28130;32410;38070;50200;4,6;5,8;0,333;36,2;28,3;2,0;5,9;60,4;17,9;5,8;0,5;3,7;1,6;-20,3;0
033100107;13,4;16950;23980;33710;0,70;12230;15520;18450;21140;27570;31380;36880;45880;3,8;4,6;0,300;42,4;33,9;2,0;6,5;56,3;14,7;5,2;0,7;3,1;1,4;-18,6;0
033100108;14,8;16240;22020;29320;0,59;11780;15200;17360;19480;24550;27910;31290;37650;3,2;3,8;0,256;53,8;47,1;2,5;4,2;46,2;9,9;5,2;0,9;3,0;1,3;-15,1;0
033100109;s;11580;14520;19140;0,52;9170;10870;12210;13350;15980;18030;20310;24150;2,6;3,0;0,221;39,3;34,4;4,5;0,4;38,9;4,9;24,3;5,2;13,0;6,1;-7,4;0
033100110;14,3;15470;20030;25490;0,50;12170;14670;16510;18220;21810;24130;27270;32220;2,6;3,2;0,231;51,1;46,4;3,2;1,5;43,7;9,6;7,9;1,6;4,4;1,9;-12,3;0
033210101;8,9;17360;22810;29040;0,51;13940;16250;18670;20840;25260;27760;31200;36780;2,6;3,3;0,240;60,0;52,8;2,0;5,2;41,3;7,9;5,8;1,8;2,7;1,3;-15,0;0
033210102;8,3;18390;23110;29000;0,46;14240;17200;19250;21200;25260;27520;30720;35860;2,5;2,9;0,206;59,8;55,2;2,1;2,5;42,3;6,9;5,5;2,1;2,4;1,0;-14,5;0
033210103;17,7;15330;21150;26740;0,54;11480;14150;16730;19140;23010;25250;28340;32750;2,9;3,4;0,238;63,9;56,0;3,1;4,8;33,1;7,0;9,4;2,3;5,1;2,0;-13,4;0
033210104;s;19300;23990;29240;0,41;14400;18180;20530;22060;26030;28190;30990;36300;2,5;2,9;0,208;59,0;52,6;2,2;4,2;43,9;7,7;4,3;1,3;2,2;0,8;-14,9;0
033210105;s;20260;25590;31350;0,43;17090;19250;21290;24040;27500;29980;32540;39190;2,3;2,8;0,206;58,6;51,1;1,7;5,8;43,2;10,5;3,1;1,2;1,4;0,5;-15,4;0
033210106;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
040490101;17,6;15260;20160;25930;0,53;11410;13980;16110;18230;22300;24320;27520;32980;2,9;3,3;0,232;58,6;51,7;4,4;2,5;38,5;6,5;8,3;2,1;4,3;1,9;-11,9;1
040490102;14,5;15840;20580;26410;0,51;12080;14720;16560;18670;22330;24940;27670;32170;2,7;3,0;0,217;54,6;48,6;4,1;1,9;44,5;4,9;7,5;2,3;3,6;1,6;-11,5;1
040700101;11,8;16060;21670;27510;0,53;12770;14990;16960;19390;23730;25790;29330;34330;2,7;3,3;0,236;66,8;60,6;2,5;3,7;32,0;7,2;8,0;2,1;4,1;1,8;-14,0;0
040700102;27,9;12960;18050;25050;0,67;9720;11960;13710;15450;20480;23160;27910;33570;3,5;4,0;0,272;52,9;45,2;3,9;3,8;38,1;7,4;13,7;2,8;7,7;3,2;-12,1;0
040700103;13,2;17330;23140;30020;0,55;11980;15910;18930;21050;25590;28470;33210;40600;3,4;4,0;0,268;62,6;49,5;2,2;10,9;37,9;10,8;6,0;1,9;2,9;1,2;-17,3;0
040700104;18,2;15180;20770;27040;0,57;11300;13670;16310;18990;22870;25650;28590;33010;2,9;3,1;0,223;55,5;50,0;2,6;2,9;41,7;6,9;8,2;1,9;4,5;1,8;-12,3;0
040700105;15,6;15830;21780;27820;0,55;12030;14600;16940;19860;23970;26140;29540;34840;2,9;3,4;0,236;58,1;50,9;2,7;4,5;41,2;7,7;6,9;2,4;3,1;1,4;-13,9;0
040700106;s;18980;24710;30350;0,46;13920;17790;20450;22580;26380;29050;32010;38250;2,7;3,3;0,233;60,7;52,8;1,8;6,1;42,1;9,7;4,1;1,4;1,9;0,8;-16,6;0
040700107;41,6;11230;14660;20190;0,61;8860;10690;11750;13280;16690;18840;21740;26000;2,9;4,4;0,305;46,0;38,7;4,9;2,4;30,8;12,1;20,8;2,4;12,7;5,7;-9,7;0
040700108;16,1;15120;20540;27000;0,58;11310;14010;16200;18420;22670;25250;28970;35250;3,1;3,8;0,261;49,3;43,3;2,5;3,5;44,8;10,4;9,1;1,6;5,2;2,3;-13,6;0
040700109;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
041120101;39,0;11320;15070;20660;0,62;7690;10360;12040;13610;17240;19210;21940;27920;3,6;4,5;0,288;55,8;48,2;5,7;1,9;25,6;8,9;19,1;2,0;11,8;5,3;-9,4;0
041120102;24,9;13460;18440;24190;0,58;10480;12450;14280;16330;20400;22900;26190;32910;3,1;3,6;0,254;50,9;46,0;3,3;1,6;42,7;8,5;10,2;2,9;4,7;2,6;-12,3;0
041120103;26,3;13030;18030;25290;0,68;10240;12130;13920;15860;20550;23270;27640;33950;3,3;4,3;0,289;48,3;41,4;3,7;3,2;40,5;12,9;10,3;2,9;4,9;2,5;-12,0;0
041120104;12,2;16700;23280;29830;0,56;12490;15640;17850;20850;25550;28230;32440;39640;3,2;3,6;0,259;59,3;52,1;2,3;4,9;39,7;11,9;5,5;2,0;2,4;1,1;-16,4;0
041120105;s;17520;23790;31520;0,59;12970;16060;18650;21030;26800;29630;34480;43780;3,4;4,2;0,284;61,3;52,7;2,5;6,1;36,2;14,5;4,9;1,7;2,1;1,1;-16,9;0
041120106;14,9;16210;22100;29580;0,60;11880;14890;17370;19840;25310;28070;31890;39010;3,3;4,0;0,266;57,8;52,3;2,9;2,6;33,1;17,0;5,6;1,6;2,7;1,3;-13,5;0
041120107;41,2;11560;14610;21060;0,65;9280;11040;12000;13210;16930;19510;23120;28440;3,1;3,8;0,271;51,9;45,1;5,1;1,7;33,1;7,5;18,0;5,7;8,2;4,1;-10,5;0
041120108;10,2;18900;25360;33050;0,56;13270;17900;20480;22730;27950;31000;35460;42890;3,2;3,7;0,253;61,9;55,1;2,7;4,1;33,8;17,2;3,4;1,4;1,4;0,6;-16,3;0
041120109;12,6;16950;24380;33720;0,69;12610;15500;18530;21350;27870;31610;36230;43720;3,5;4,3;0,283;64,8;57,6;2,7;4,5;30,8;16,4;4,7;1,6;2,2;0,9;-16,7;0
041120110;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
042090101;27,4;13090;17520;23360;0,59;9510;12050;13810;15660;19450;21730;25560;29950;3,1;3,8;0,259;53,4;44,3;4,8;4,3;37,5;6,7;13,0;1,8;7,6;3,6;-10,6;1
042090102;22,6;14010;19150;25230;0,59;10440;13000;15090;17110;21260;23940;26990;32260;3,1;3,8;0,263;58,3;50,3;2,9;5,1;38,1;7,5;9,7;2,3;5,1;2,3;-13,6;1
042090103;10,6;17810;23010;29760;0,52;13070;16750;18810;20840;25610;28140;31560;38170;2,9;3,3;0,235;60,4;54,3;2,7;3,4;40,4;9,3;4,7;2,0;1,8;0,9;-14,8;1
050230101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
050230102;17,1;15200;20140;25800;0,53;11580;14110;16000;17910;21800;24500;28030;34880;3,0;3,7;0,262;60,4;50,4;4,5;5,5;38,5;8,1;7,6;1,8;4,0;1,8;-14,6;0
050230103;12,8;16590;21460;27490;0,51;12360;15500;17570;19630;23480;26040;29760;35530;2,9;3,5;0,248;67,0;57,6;3,9;5,5;32,0;9,9;5,8;1,6;2,9;1,3;-14,7;0
050230104;13,5;16480;21400;28670;0,57;12420;15250;17930;19620;23900;26680;30870;37540;3,0;3,9;0,270;65,8;54,9;4,5;6,4;33,4;10,7;5,1;1,7;2,4;1,0;-15,0;0
050230105;11,9;16180;21570;28010;0,55;12630;15230;17050;19210;23700;26230;30050;35600;2,8;3,4;0,244;71,7;61,4;4,1;6,2;28,1;8,6;6,3;2,1;2,9;1,3;-14,7;0
050230106;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
050230107;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
050230108;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
050230109;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
050460101;23,7;13740;18220;24250;0,58;10370;12730;14870;16530;20220;22510;26250;31050;3,0;3,6;0,252;56,3;45,9;4,8;5,6;35,7;9,8;10,1;1,7;5,9;2,5;-11,9;1
050460102;17,2;15240;20610;26330;0,54;11380;14120;16200;18470;22250;24830;28390;34010;3,0;3,5;0,244;46,7;39,9;3,5;3,3;48,4;10,5;7,1;1,5;3,9;1,7;-12,7;1
050460103;9,3;17710;23220;30320;0,54;13710;16560;19020;20870;25380;28380;32370;39210;2,9;3,6;0,257;54,8;46,3;2,8;5,7;43,3;14,0;3,4;1,2;1,5;0,7;-15,5;1
050610101;28,3;12960;17350;23140;0,59;9520;11900;13670;15280;19440;21510;24480;30380;3,2;4,1;0,278;68,2;57,3;5,6;5,3;23,7;5,8;14,9;1,5;9,0;4,4;-12,6;0
050610102;17,5;15610;21240;27550;0,56;11700;14150;16980;19080;23400;25960;29460;36390;3,1;3,8;0,263;54,5;45,3;3,0;6,2;41,4;11,3;7,1;1,4;3,9;1,8;-14,3;0
050610103;8,9;17720;23450;30740;0,55;13780;16640;18870;21200;25910;28690;32980;39410;2,9;3,5;0,251;66,1;57,5;2,7;5,9;35,2;10,3;5,4;1,7;2,5;1,2;-17,0;0
050610104;s;19460;24820;31680;0,49;15380;18280;20360;22370;26920;29990;34110;42650;2,8;3,6;0,259;70,1;57,3;2,3;10,5;31,2;13,9;3,9;1,7;1,5;0,7;-19,1;0
050610105;13,4;15710;20920;27100;0,54;12200;14710;16780;18850;23000;25530;29330;35430;2,9;3,4;0,243;53,9;48,0;2,6;3,3;43,3;9,2;7,4;1,7;3,9;1,8;-13,8;0
050610106;25,7;13250;18630;24670;0,61;10170;12440;14050;16020;20730;23060;27130;34170;3,4;4,0;0,276;56,2;46,9;3,6;5,7;37,0;8,0;12,0;2,8;6,6;2,6;-13,2;0
050610107;14,6;15360;20510;25900;0,51;12020;14120;16240;18530;22300;24380;28050;33880;2,8;3,4;0,244;60,8;54,6;3,4;2,8;34,8;9,4;8,3;2,8;3,7;1,8;-13,3;0
050610108;19,4;15400;21890;29060;0,62;11430;13660;16970;19210;24570;27400;31580;38680;3,4;4,2;0,281;65,1;55,1;2,2;7,8;32,4;10,8;7,9;2,2;4,1;1,6;-16,2;0
050610109;8,2;19160;24810;32670;0,54;14110;17580;20650;22590;27620;30510;34920;44850;3,2;3,8;0,260;63,2;52,5;1,9;8,8;36,2;12,9;4,3;1,6;1,9;0,8;-16,6;0
050610110;20,6;14150;19400;25110;0,56;11620;13340;15220;17290;21840;23810;26780;32080;2,8;3,6;0,257;48,2;41,6;3,0;3,6;46,2;9,3;9,0;1,9;5,0;2,1;-12,7;0
050610111;17,5;15190;20410;26170;0,54;11500;14110;16220;18370;22590;24670;27990;34140;3,0;3,4;0,237;53,9;48,9;2,6;2,4;42,5;6,6;9,1;2,2;4,7;2,2;-12,1;0
050610112;11,6;17030;22150;28100;0,50;12970;15750;18290;20370;24070;26810;30000;36130;2,8;3,2;0,226;53,3;47,3;3,0;3,0;47,0;8,1;5,3;1,2;2,9;1,2;-13,7;0
050610113;13,9;16630;21710;26890;0,47;12150;15220;18070;19830;23810;25800;28400;32960;2,7;3,2;0,219;56,7;49,8;2,7;4,2;42,7;7,5;6,4;1,6;3,5;1,3;-13,3;0
050610114;s;18310;22930;29110;0,47;14610;17290;19160;21150;24910;27590;30500;34980;2,4;3,0;0,219;66,9;59,6;2,5;4,8;36,6;7,7;4,3;1,7;1,9;0,7;-15,5;0
050610115;23,6;13760;19560;26150;0,63;10660;12720;14910;17420;21500;24410;27540;33320;3,1;3,4;0,244;48,8;42,7;3,9;2,2;44,6;7,5;11,6;2,9;6,0;2,7;-12,5;0
050610116;9,9;17430;21880;27770;0,47;13450;16010;18440;20220;23940;26410;29100;35650;2,7;3,1;0,227;68,9;61,6;3,4;3,9;29,8;8,1;6,7;2,6;2,9;1,2;-13,5;0
050610117;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
050610118;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
